"DatasetId","ColumnVariableCode","ColumnVariableMeasurementUnit","ColumnVariableDescription"
"KS209EW","KS209EW0001","Count","All categories: Religion"
"KS209EW","KS209EW0002","Count","Christian"
"KS209EW","KS209EW0003","Count","Buddhist"
"KS209EW","KS209EW0004","Count","Hindu"
"KS209EW","KS209EW0005","Count","Jewish"
"KS209EW","KS209EW0006","Count","Muslim"
"KS209EW","KS209EW0007","Count","Sikh"
"KS209EW","KS209EW0008","Count","Other religion"
"KS209EW","KS209EW0009","Count","No religion"
"KS209EW","KS209EW0010","Count","Religion not stated"
"KS209EW","KS209EW0011","Percentage","Christian"
"KS209EW","KS209EW0012","Percentage","Buddhist"
"KS209EW","KS209EW0013","Percentage","Hindu"
"KS209EW","KS209EW0014","Percentage","Jewish"
"KS209EW","KS209EW0015","Percentage","Muslim"
"KS209EW","KS209EW0016","Percentage","Sikh"
"KS209EW","KS209EW0017","Percentage","Other religion"
"KS209EW","KS209EW0018","Percentage","No religion"
"KS209EW","KS209EW0019","Percentage","Religion not stated"
"KS301EW","KS301EW0001","Count","All categories: Long-term health problem or disability"
"KS301EW","KS301EW0002","Count","Day-to-day activities limited a lot"
"KS301EW","KS301EW0003","Count","Day-to-day activities limited a little"
"KS301EW","KS301EW0004","Count","Day-to-day activities not limited"
"KS301EW","KS301EW0005","Count","Day-to-day activities limited a lot: Age 16 to 64"
"KS301EW","KS301EW0006","Count","Day-to-day activities limited a little: Age 16 to 64"
"KS301EW","KS301EW0007","Count","Day-to-day activities not limited: Age 16 to 64"
"KS301EW","KS301EW0008","Count","Very good health"
"KS301EW","KS301EW0009","Count","Good health"
"KS301EW","KS301EW0010","Count","Fair health"
"KS301EW","KS301EW0011","Count","Bad health"
"KS301EW","KS301EW0012","Count","Very bad health"
"KS301EW","KS301EW0013","Count","Provides no unpaid care"
"KS301EW","KS301EW0014","Count","Provides 1 to 19 hours unpaid care a week"
"KS301EW","KS301EW0015","Count","Provides 20 to 49 hours unpaid care a week"
"KS301EW","KS301EW0016","Count","Provides 50 or more hours unpaid care a week"
"KS301EW","KS301EW0017","Percentage","Day-to-day activities limited a lot"
"KS301EW","KS301EW0018","Percentage","Day-to-day activities limited a little"
"KS301EW","KS301EW0019","Percentage","Day-to-day activities not limited"
"KS301EW","KS301EW0020","Percentage","Day-to-day activities limited a lot: Age 16 to 64"
"KS301EW","KS301EW0021","Percentage","Day-to-day activities limited a little: Age 16 to 64"
"KS301EW","KS301EW0022","Percentage","Day-to-day activities not limited: Age 16 to 64"
"KS301EW","KS301EW0023","Percentage","Very good health"
"KS301EW","KS301EW0024","Percentage","Good health"
"KS301EW","KS301EW0025","Percentage","Fair health"
"KS301EW","KS301EW0026","Percentage","Bad health"
"KS301EW","KS301EW0027","Percentage","Very bad health"
"KS301EW","KS301EW0028","Percentage","Provides no unpaid care"
"KS301EW","KS301EW0029","Percentage","Provides 1 to 19 hours unpaid care a week"
"KS301EW","KS301EW0030","Percentage","Provides 20 to 49 hours unpaid care a week"
"KS301EW","KS301EW0031","Percentage","Provides 50 or more hours unpaid care a week"
"KS401EW","KS401EW0001","Count","All categories: Dwelling type"
"KS401EW","KS401EW0002","Count","Unshared dwelling"
"KS401EW","KS401EW0003","Count","Shared dwelling: Two household spaces"
"KS401EW","KS401EW0004","Count","Shared dwelling: Three or more household spaces"
"KS401EW","KS401EW0005","Count","All categories: Household spaces"
"KS401EW","KS401EW0006","Count","Household spaces with at least one usual resident"
"KS401EW","KS401EW0007","Count","Household spaces with no usual residents"
"KS401EW","KS401EW0008","Count","Whole house or bungalow: Detached"
"KS401EW","KS401EW0009","Count","Whole house or bungalow: Semi-detached"
"KS401EW","KS401EW0010","Count","Whole house or bungalow: Terraced (including end-terrace)"
"KS401EW","KS401EW0011","Count","Flat, maisonette or apartment: Purpose-built block of flats or tenement"
"KS401EW","KS401EW0012","Count","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
"KS401EW","KS401EW0013","Count","Flat, maisonette or apartment: In commercial building"
"KS401EW","KS401EW0014","Count","Caravan or other mobile or temporary structure"
"KS401EW","KS401EW0015","Percentage","Unshared dwelling"
"KS401EW","KS401EW0016","Percentage","Shared dwelling: Two household spaces"
"KS401EW","KS401EW0017","Percentage","Shared dwelling: Three or more household spaces"
"KS401EW","KS401EW0018","Percentage","Household spaces with at least one usual resident"
"KS401EW","KS401EW0019","Percentage","Household spaces with no usual residents"
"KS401EW","KS401EW0020","Percentage","Whole house or bungalow: Detached"
"KS401EW","KS401EW0021","Percentage","Whole house or bungalow: Semi-detached"
"KS401EW","KS401EW0022","Percentage","Whole house or bungalow: Terraced (including end-terrace)"
"KS401EW","KS401EW0023","Percentage","Flat, maisonette or apartment: Purpose-built block of flats or tenement"
"KS401EW","KS401EW0024","Percentage","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
"KS401EW","KS401EW0025","Percentage","Flat, maisonette or apartment: In commercial building"
"KS401EW","KS401EW0026","Percentage","Caravan or other mobile or temporary structure"
"KS402EW","KS402EW0001","Count","All categories: Tenure"
"KS402EW","KS402EW0002","Count","Owned: Owned outright"
"KS402EW","KS402EW0003","Count","Owned: Owned with a mortgage or loan"
"KS402EW","KS402EW0004","Count","Shared ownership (part owned and part rented)"
"KS402EW","KS402EW0005","Count","Social rented: Rented from council (Local Authority)"
"KS402EW","KS402EW0006","Count","Social rented: Other"
"KS402EW","KS402EW0007","Count","Private rented: Private landlord or letting agency"
"KS402EW","KS402EW0008","Count","Private rented: Other"
"KS402EW","KS402EW0009","Count","Living rent free"
"KS402EW","KS402EW0010","Percentage","Owned: Owned outright"
"KS402EW","KS402EW0011","Percentage","Owned: Owned with a mortgage or loan"
"KS402EW","KS402EW0012","Percentage","Shared ownership (part owned and part rented)"
"KS402EW","KS402EW0013","Percentage","Social rented: Rented from council (Local Authority)"
"KS402EW","KS402EW0014","Percentage","Social rented: Other"
"KS402EW","KS402EW0015","Percentage","Private rented: Private landlord or letting agency"
"KS402EW","KS402EW0016","Percentage","Private rented: Other"
"KS402EW","KS402EW0017","Percentage","Living rent free"
"KS403EW","KS403EW0001","Count","All categories: Type of central heating in household"
"KS403EW","KS403EW0002","Count","Does not have central heating"
"KS403EW","KS403EW0003","Count","Does have central heating"
"KS403EW","KS403EW0004","Count","Occupancy rating (rooms) of -1 or less"
"KS403EW","KS403EW0005","Count","Occupancy rating (bedrooms) of -1 or less"
"KS403EW","KS403EW0006","Average","Average household size"
"KS403EW","KS403EW0007","Average","Average number of rooms per household"
"KS403EW","KS403EW0008","Average","Average number of bedrooms per household"
"KS403EW","KS403EW0009","Percentage","Does not have central heating"
"KS403EW","KS403EW0010","Percentage","Does have central heating"
"KS403EW","KS403EW0011","Percentage","Occupancy rating (rooms) of -1 or less"
"KS403EW","KS403EW0012","Percentage","Occupancy rating (bedrooms) of -1 or less"
"KS404EW","KS404EW0001","Count","All categories: Car or van availability"
"KS404EW","KS404EW0002","Count","No cars or vans in household"
"KS404EW","KS404EW0003","Count","1 car or van in household"
"KS404EW","KS404EW0004","Count","2 cars or vans in household"
"KS404EW","KS404EW0005","Count","3 cars or vans in household"
"KS404EW","KS404EW0006","Count","4 or more cars or vans in household"
"KS404EW","KS404EW0007","Sum","All categories: Car or van availability"
"KS404EW","KS404EW0008","Percentage","No cars or vans in household"
"KS404EW","KS404EW0009","Percentage","1 car or van in household"
"KS404EW","KS404EW0010","Percentage","2 cars or vans in household"
"KS404EW","KS404EW0011","Percentage","3 cars or vans in household"
"KS404EW","KS404EW0012","Percentage","4 or more cars or vans in household"
"KS405EW","KS405EW0001","Count","All communal establishments"
"KS405EW","KS405EW0002","Count","All categories: Usual residents by communal establishment management and type"
"KS405EW","KS405EW0003","Count","Medical and care establishment: NHS: General hospital"
"KS405EW","KS405EW0004","Count","Medical and care establishment: NHS: Mental health hospital/unit (including secure units)"
"KS405EW","KS405EW0005","Count","Medical and care establishment: NHS: Other hospital"
"KS405EW","KS405EW0006","Count","Medical and care establishment: Local Authority: Children's home (including secure units)"
"KS405EW","KS405EW0007","Count","Medical and care establishment: Local Authority: Care home or other home"
"KS405EW","KS405EW0008","Count","Medical and care establishment: Registered Social Landlord/Housing Association"
"KS405EW","KS405EW0009","Count","Medical and care establishment: Other: Care home with nursing"
"KS405EW","KS405EW0010","Count","Medical and care establishment: Other: Care home without nursing"
"KS405EW","KS405EW0011","Count","Medical and care establishment: Other: Children's home (including secure units)"
"KS405EW","KS405EW0012","Count","Medical and care establishment: Other"
"KS405EW","KS405EW0013","Count","Other establishments"
"KS405EW","KS405EW0014","Count","Establishment not stated"
"KS405EW","KS405EW0015","Percentage","Medical and care establishment: NHS: General hospital"
"KS405EW","KS405EW0016","Percentage","Medical and care establishment: NHS: Mental health hospital/unit (including secure units)"
"KS405EW","KS405EW0017","Percentage","Medical and care establishment: NHS: Other hospital"
"KS405EW","KS405EW0018","Percentage","Medical and care establishment: Local Authority: Children's home (including secure units)"
"KS405EW","KS405EW0019","Percentage","Medical and care establishment: Local Authority: Care home or other home"
"KS405EW","KS405EW0020","Percentage","Medical and care establishment: Registered Social Landlord/Housing Association"
"KS405EW","KS405EW0021","Percentage","Medical and care establishment: Other: Care home with nursing"
"KS405EW","KS405EW0022","Percentage","Medical and care establishment: Other: Care home without nursing"
"KS405EW","KS405EW0023","Percentage","Medical and care establishment: Other: Children's home (including secure units)"
"KS405EW","KS405EW0024","Percentage","Medical and care establishment: Other"
"KS405EW","KS405EW0025","Percentage","Other establishments"
"KS405EW","KS405EW0026","Percentage","Establishment not stated"
"KS501EW","KS501EW0001","Count","All categories: Highest level of qualification"
"KS501EW","KS501EW0002","Count","No qualifications"
"KS501EW","KS501EW0003","Count","Highest level of qualification: Level 1 qualifications"
"KS501EW","KS501EW0004","Count","Highest level of qualification: Level 2 qualifications"
"KS501EW","KS501EW0005","Count","Highest level of qualification: Apprenticeship"
"KS501EW","KS501EW0006","Count","Highest level of qualification: Level 3 qualifications"
"KS501EW","KS501EW0007","Count","Highest level of qualification: Level 4 qualifications and above"
"KS501EW","KS501EW0008","Count","Highest level of qualification: Other qualifications"
"KS501EW","KS501EW0009","Count","Schoolchildren and full-time students: Age 16 to 17"
"KS501EW","KS501EW0010","Count","Schoolchildren and full-time students: Age 18 and over"
"KS501EW","KS501EW0011","Count","Full-time students: Age 18 to 74: Economically active: In employment"
"KS501EW","KS501EW0012","Count","Full-time students: Age 18 to 74: Economically active: Unemployed"
"KS501EW","KS501EW0013","Count","Full-time students: Age 18 to 74: Economically inactive"
"KS501EW","KS501EW0014","Percentage","No qualifications"
"KS501EW","KS501EW0015","Percentage","Highest level of qualification: Level 1 qualifications"
"KS501EW","KS501EW0016","Percentage","Highest level of qualification: Level 2 qualifications"
"KS501EW","KS501EW0017","Percentage","Highest level of qualification: Apprenticeship"
"KS501EW","KS501EW0018","Percentage","Highest level of qualification: Level 3 qualifications"
"KS501EW","KS501EW0019","Percentage","Highest level of qualification: Level 4 qualifications and above"
"KS501EW","KS501EW0020","Percentage","Highest level of qualification: Other qualifications"
"KS501EW","KS501EW0021","Percentage","Schoolchildren and full-time students: Age 16 to 17"
"KS501EW","KS501EW0022","Percentage","Schoolchildren and full-time students: Age 18 and over"
"KS501EW","KS501EW0023","Percentage","Full-time students: Age 18 to 74: Economically active: In employment"
"KS501EW","KS501EW0024","Percentage","Full-time students: Age 18 to 74: Economically active: Unemployed"
"KS501EW","KS501EW0025","Percentage","Full-time students: Age 18 to 74: Economically inactive"
"KS601EW","KS601EW0001","Count","All categories: Economic activity"
"KS601EW","KS601EW0002","Count","Economically active: Employee: Part-time"
"KS601EW","KS601EW0003","Count","Economically active: Employee: Full-time"
"KS601EW","KS601EW0004","Count","Economically active: Self-employed"
"KS601EW","KS601EW0005","Count","Economically active: Unemployed"
"KS601EW","KS601EW0006","Count","Economically active: Full-time student"
"KS601EW","KS601EW0007","Count","Economically inactive: Retired"
"KS601EW","KS601EW0008","Count","Economically inactive: Student (including full-time students)"
"KS601EW","KS601EW0009","Count","Economically inactive: Looking after home or family"
"KS601EW","KS601EW0010","Count","Economically inactive: Long-term sick or disabled"
"KS601EW","KS601EW0011","Count","Economically inactive: Other"
"KS601EW","KS601EW0012","Count","Unemployed: Age 16 to 24"
"KS601EW","KS601EW0013","Count","Unemployed: Age 50 to 74"
"KS601EW","KS601EW0014","Count","Unemployed: Never worked"
"KS601EW","KS601EW0015","Count","Long-term unemployed"
"KS601EW","KS601EW0016","Percentage","Economically active: Employee: Part-time"
"KS601EW","KS601EW0017","Percentage","Economically active: Employee: Full-time"
"KS601EW","KS601EW0018","Percentage","Economically active: Self-employed"
"KS601EW","KS601EW0019","Percentage","Economically active: Unemployed"
"KS601EW","KS601EW0020","Percentage","Economically active: Full-time student"
"KS601EW","KS601EW0021","Percentage","Economically inactive: Retired"
